id,start_time,end_time,description,location
599,2023-08-15 11:30:00,2023-08-15 13:00:00,"Реконструктивная урогинекология, лекция","набережная реки Фонтанки, д. 154, лит. Г, 244"
600,2023-08-16 11:30:00,2023-08-16 14:30:00,"Реконструктивная урогинекология, практическое занятие","набережная реки Фонтанки, д. 154, лит. А, 447"
601,2023-08-17 11:45:00,2023-08-17 14:45:00,"Реконструктивная урогинекология, семинар","набережная реки Фонтанки, д. 154, лит. А, 447"
602,2023-08-18 09:00:00,2023-08-18 10:30:00,"Реконструктивная урогинекология, лекция","набережная реки Фонтанки, д. 154, лит. Г, 244"
603,2023-08-18 11:00:00,2023-08-18 12:30:00,"Реконструктивная урогинекология, семинар","набережная реки Фонтанки, д. 154, лит. Г, 244"
604,2023-08-22 12:00:00,2023-08-22 13:30:00,"Реконструктивная урогинекология, лекция","набережная реки Фонтанки, д. 154, лит. Г, 244"
605,2023-08-23 11:45:00,2023-08-23 14:45:00,"Реконструктивная урогинекология, практическое занятие","набережная реки Фонтанки, д. 154, лит. А, 447"
606,2023-08-24 11:45:00,2023-08-24 14:45:00,"Реконструктивная урогинекология, семинар","набережная реки Фонтанки, д. 154, лит. А, 447"
607,2023-08-25 09:00:00,2023-08-25 10:30:00,"Реконструктивная урогинекология, лекция","набережная реки Фонтанки, д. 154, лит. Г, 244"
608,2023-08-25 11:00:00,2023-08-25 12:30:00,"Реконструктивная урогинекология, семинар","набережная реки Фонтанки, д. 154, лит. Г, 244"
11,2023-08-09 15:30:00,2023-08-09 17:00:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 316"
705,2023-08-24 10:00:00,2023-08-24 11:45:00,"Управление персоналом организации высшего образования, лекция",С использованием информационно-коммуникационных технологий
881,2023-08-31 09:00:00,2023-08-31 10:30:00,"Русский язык как иностранный A2-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 221"
882,2023-08-31 10:40:00,2023-08-31 12:10:00,"Русский язык как иностранный A2-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 221"
883,2023-08-31 12:20:00,2023-08-31 13:50:00,"Русский язык как иностранный A2-2, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 215"
884,2023-08-31 14:00:00,2023-08-31 15:30:00,"Русский язык как иностранный A2-2, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 215"
885,2023-08-31 15:40:00,2023-08-31 17:10:00,"Русский язык как иностранный A1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 315"
18,2023-08-09 12:20:00,2023-08-09 13:50:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 406"
886,2023-08-31 17:20:00,2023-08-31 18:50:00,"Русский язык как иностранный A1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 315"
889,2023-08-10 10:45:00,2023-08-10 12:00:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 308"
890,2023-08-10 12:20:00,2023-08-10 13:20:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 308"
891,2023-08-11 09:00:00,2023-08-11 10:30:00,"Русский язык как иностранный A2-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 221"
892,2023-08-11 10:40:00,2023-08-11 12:10:00,"Русский язык как иностранный A2-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 221"
893,2023-08-11 12:45:00,2023-08-11 14:00:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 308"
894,2023-08-11 14:20:00,2023-08-11 15:20:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 308"
895,2023-08-11 15:30:00,2023-08-11 17:00:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 308"
27,2023-08-09 10:00:00,2023-08-09 12:00:00,"Учебная практика (ознакомительная). Полевая этнографическая, сам. работа в присутствии преподавателя","<по месту проведения практики>,<по месту проведения практики>"
896,2023-08-14 09:00:00,2023-08-14 10:30:00,"Русский язык как иностранный A2-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 221"
897,2023-08-14 10:40:00,2023-08-14 12:10:00,"Русский язык как иностранный A2-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 221"
898,2023-08-18 09:00:00,2023-08-18 10:30:00,"Русский язык как иностранный A2-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 221"
899,2023-08-18 10:40:00,2023-08-18 12:10:00,"Русский язык как иностранный A2-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 221"
900,2023-08-21 09:00:00,2023-08-21 10:30:00,"Русский язык как иностранный A2-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 221"
901,2023-08-21 10:40:00,2023-08-21 12:10:00,"Русский язык как иностранный A2-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 221"
902,2023-08-25 09:00:00,2023-08-25 10:30:00,"Русский язык как иностранный A2-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 221"
610,2023-08-10 13:30:00,2023-08-10 15:00:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 316"
611,2023-08-11 15:30:00,2023-08-11 17:00:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 316"
612,2023-08-14 13:30:00,2023-08-14 15:00:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 316"
613,2023-08-15 13:30:00,2023-08-15 15:00:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 316"
903,2023-08-25 10:40:00,2023-08-25 12:10:00,"Русский язык как иностранный A2-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 221"
904,2023-08-28 09:00:00,2023-08-28 10:30:00,"Русский язык как иностранный A2-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 221"
905,2023-08-28 10:40:00,2023-08-28 12:10:00,"Русский язык как иностранный A2-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 221"
1124,2023-08-16 09:00:00,2023-08-16 10:30:00,"Русский язык как иностранный A2-2, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 215"
1125,2023-08-16 10:40:00,2023-08-16 12:10:00,"Русский язык как иностранный A2-2, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 215"
1126,2023-08-16 12:25:00,2023-08-16 13:40:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 316"
1127,2023-08-16 13:50:00,2023-08-16 14:50:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 316"
1128,2023-08-16 15:30:00,2023-08-16 17:00:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 316"
1129,2023-08-18 12:20:00,2023-08-18 13:50:00,"Русский язык как иностранный A2-2, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 215"
1130,2023-08-18 14:00:00,2023-08-18 15:30:00,"Русский язык как иностранный A2-2, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 215"
1131,2023-08-21 12:20:00,2023-08-21 13:50:00,"Русский язык как иностранный A2-2, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 215"
1132,2023-08-21 14:00:00,2023-08-21 15:30:00,"Русский язык как иностранный A2-2, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 215"
1133,2023-08-23 09:00:00,2023-08-23 10:30:00,"Русский язык как иностранный A2-2, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 215"
1134,2023-08-23 10:40:00,2023-08-23 12:10:00,"Русский язык как иностранный A2-2, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 215"
1135,2023-08-25 12:20:00,2023-08-25 13:50:00,"Русский язык как иностранный A2-2, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 215"
1136,2023-08-25 14:00:00,2023-08-25 15:30:00,"Русский язык как иностранный A2-2, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 215"
1137,2023-08-28 12:20:00,2023-08-28 13:50:00,"Русский язык как иностранный A2-2, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 215"
1138,2023-08-28 14:00:00,2023-08-28 15:30:00,"Русский язык как иностранный A2-2, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 215"
1139,2023-08-30 09:00:00,2023-08-30 10:30:00,"Русский язык как иностранный A2-2, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 215"
1140,2023-08-30 10:40:00,2023-08-30 12:10:00,"Русский язык как иностранный A2-2, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 215"
1145,2023-08-10 10:00:00,2023-08-10 11:30:00,"Электив. Учебная практика (ознакомительная). Археологическая, сам. работа в присутствии преподавателя","<по месту проведения практики>,<по месту проведения практики>"
1149,2023-08-11 10:00:00,2023-08-11 11:30:00,"Электив. Учебная практика (ознакомительная). Археологическая, сам. работа в присутствии преподавателя","<по месту проведения практики>,<по месту проведения практики>"
1153,2023-08-12 10:00:00,2023-08-12 11:30:00,"Электив. Учебная практика (ознакомительная). Археологическая, сам. работа в присутствии преподавателя","<по месту проведения практики>,<по месту проведения практики>"
1157,2023-08-14 10:00:00,2023-08-14 11:30:00,"Электив. Учебная практика (ознакомительная). Археологическая, сам. работа в присутствии преподавателя","<по месту проведения практики>,<по месту проведения практики>"
59,2023-08-09 09:25:00,2023-08-09 10:40:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 413"
1179,2023-08-10 09:00:00,2023-08-10 10:30:00,"Русский язык как иностранный B1-2, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 313"
1180,2023-08-10 10:40:00,2023-08-10 12:10:00,"Русский язык как иностранный B1-2, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 313"
1181,2023-08-11 09:00:00,2023-08-11 10:30:00,"Русский язык как иностранный B1-2, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 313"
60,2023-08-09 10:50:00,2023-08-09 11:50:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 413"
61,2023-08-09 13:30:00,2023-08-09 15:00:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 413"
615,2023-08-10 09:00:00,2023-08-10 10:30:00,"Русский язык как иностранный A2-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 221"
616,2023-08-10 10:40:00,2023-08-10 12:10:00,"Русский язык как иностранный A2-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 221"
617,2023-08-10 15:00:00,2023-08-10 16:30:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 406"
618,2023-08-11 09:00:00,2023-08-11 10:30:00,"Русский язык как иностранный B1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 211"
619,2023-08-11 10:40:00,2023-08-11 12:10:00,"Русский язык как иностранный B1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 211"
620,2023-08-11 12:20:00,2023-08-11 13:50:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 406"
621,2023-08-17 09:00:00,2023-08-17 10:30:00,"Русский язык как иностранный A2-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 221"
622,2023-08-17 10:40:00,2023-08-17 12:10:00,"Русский язык как иностранный A2-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 221"
693,2023-08-15 09:00:00,2023-08-15 10:30:00,"Русский язык как иностранный A2-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 221"
694,2023-08-15 10:40:00,2023-08-15 12:10:00,"Русский язык как иностранный A2-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 221"
695,2023-08-16 09:00:00,2023-08-16 10:30:00,"Русский язык как иностранный A2-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 221"
696,2023-08-16 10:40:00,2023-08-16 12:10:00,"Русский язык как иностранный A2-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 221"
697,2023-08-22 09:00:00,2023-08-22 10:30:00,"Русский язык как иностранный A2-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 221"
698,2023-08-22 10:40:00,2023-08-22 12:10:00,"Русский язык как иностранный A2-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 221"
699,2023-08-23 09:00:00,2023-08-23 10:30:00,"Русский язык как иностранный A2-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 221"
700,2023-08-23 10:40:00,2023-08-23 12:10:00,"Русский язык как иностранный A2-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 221"
701,2023-08-29 09:00:00,2023-08-29 10:30:00,"Русский язык как иностранный A2-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 221"
702,2023-08-29 10:40:00,2023-08-29 12:10:00,"Русский язык как иностранный A2-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 221"
703,2023-08-30 09:00:00,2023-08-30 10:30:00,"Русский язык как иностранный A2-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 221"
704,2023-08-30 10:40:00,2023-08-30 12:10:00,"Русский язык как иностранный A2-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 221"
927,2023-08-10 10:00:00,2023-08-10 11:30:00,"Учебная практика (ознакомительная). Музейно-археологическая, сам. работа в присутствии преподавателя","0, д. 0, по местам проведения"
928,2023-08-11 10:00:00,2023-08-11 11:30:00,"Учебная практика (ознакомительная). Музейно-археологическая, сам. работа в присутствии преподавателя","0, д. 0, по местам проведения"
929,2023-08-14 10:00:00,2023-08-14 11:30:00,"Учебная практика (ознакомительная). Музейно-археологическая, сам. работа в присутствии преподавателя","0, д. 0, по местам проведения"
930,2023-08-15 10:00:00,2023-08-15 11:30:00,"Учебная практика (ознакомительная). Музейно-археологическая, сам. работа в присутствии преподавателя","0, д. 0, по местам проведения"
931,2023-08-16 10:00:00,2023-08-16 11:30:00,"Учебная практика (ознакомительная). Музейно-археологическая, сам. работа в присутствии преподавателя","0, д. 0, по местам проведения"
932,2023-08-17 10:00:00,2023-08-17 11:30:00,"Учебная практика (ознакомительная). Музейно-археологическая, сам. работа в присутствии преподавателя","0, д. 0, по местам проведения"
933,2023-08-18 10:00:00,2023-08-18 11:30:00,"Учебная практика (ознакомительная). Музейно-археологическая, сам. работа в присутствии преподавателя","0, д. 0, по местам проведения"
934,2023-08-21 10:00:00,2023-08-21 11:30:00,"Учебная практика (ознакомительная). Музейно-археологическая, сам. работа в присутствии преподавателя","0, д. 0, по местам проведения"
935,2023-08-22 10:00:00,2023-08-22 11:30:00,"Учебная практика (ознакомительная). Музейно-археологическая, сам. работа в присутствии преподавателя","0, д. 0, по местам проведения"
936,2023-08-23 10:00:00,2023-08-23 11:30:00,"Учебная практика (ознакомительная). Музейно-археологическая, сам. работа в присутствии преподавателя","0, д. 0, по местам проведения"
1182,2023-08-11 10:40:00,2023-08-11 12:10:00,"Русский язык как иностранный B1-2, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 313"
623,2023-09-05 10:00:00,2023-09-05 12:00:00,Собрание ординаторов 1 года (Стоматология),"Менделеевская линия, д. 5, лит. А, 45"
627,2023-08-10 09:00:00,2023-08-10 10:30:00,"Русский язык как иностранный B1-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 407"
628,2023-08-10 10:40:00,2023-08-10 12:10:00,"Русский язык как иностранный B1-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 407"
629,2023-08-10 12:25:00,2023-08-10 13:40:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 413"
630,2023-08-10 13:50:00,2023-08-10 14:50:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 413"
631,2023-08-10 15:30:00,2023-08-10 17:00:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 413"
632,2023-08-11 09:25:00,2023-08-11 10:40:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 413"
633,2023-08-11 10:50:00,2023-08-11 11:50:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 413"
634,2023-08-11 13:30:00,2023-08-11 15:00:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 413"
635,2023-08-14 09:25:00,2023-08-14 10:40:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 413"
636,2023-08-14 10:50:00,2023-08-14 11:50:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 413"
637,2023-08-14 13:30:00,2023-08-14 15:00:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 413"
638,2023-08-15 09:00:00,2023-08-15 10:30:00,"Русский язык как иностранный B1-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 407"
639,2023-08-15 10:40:00,2023-08-15 12:10:00,"Русский язык как иностранный B1-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 407"
640,2023-08-15 12:25:00,2023-08-15 13:40:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 413"
641,2023-08-15 13:50:00,2023-08-15 14:50:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 413"
642,2023-08-15 15:30:00,2023-08-15 17:00:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 413"
123,2023-08-09 09:00:00,2023-08-09 10:30:00,"Русский язык как иностранный B1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 211"
124,2023-08-09 10:40:00,2023-08-09 12:10:00,"Русский язык как иностранный B1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 211"
125,2023-08-09 12:20:00,2023-08-09 13:50:00,"Русский язык как иностранный B1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 402"
126,2023-08-09 14:00:00,2023-08-09 15:30:00,"Русский язык как иностранный B1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 402"
643,2023-08-16 09:25:00,2023-08-16 10:40:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 413"
644,2023-08-16 10:50:00,2023-08-16 11:50:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 413"
645,2023-08-16 13:30:00,2023-08-16 15:00:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 413"
646,2023-08-17 09:00:00,2023-08-17 10:30:00,"Русский язык как иностранный B1-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 407"
647,2023-08-17 10:40:00,2023-08-17 12:10:00,"Русский язык как иностранный B1-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 407"
648,2023-08-22 09:00:00,2023-08-22 10:30:00,"Русский язык как иностранный B1-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 407"
649,2023-08-22 10:40:00,2023-08-22 12:10:00,"Русский язык как иностранный B1-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 407"
650,2023-08-24 09:00:00,2023-08-24 10:30:00,"Русский язык как иностранный B1-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 407"
651,2023-08-24 10:40:00,2023-08-24 12:10:00,"Русский язык как иностранный B1-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 407"
109,2023-08-09 09:00:00,2023-08-09 10:30:00,"Русский язык как иностранный A2-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 221"
