id,start_time,end_time,description,location
1008,2023-08-23 10:00:00,2023-08-23 11:30:00,"Учебная практика (по получению первичных профессиональных умений и навыков). Археологическая, сам. работа в присутствии преподавателя","<по месту проведения практики>,<по месту проведения практики>"
1009,2023-08-24 10:00:00,2023-08-24 11:30:00,"Электив. Учебная практика (ознакомительная). Археологическая, сам. работа в присутствии преподавателя","<по месту проведения практики>,<по месту проведения практики>"
226,2023-08-09 08:00:00,2023-08-09 11:00:00,"Реконструктивная урогинекология, практическое занятие","набережная реки Фонтанки, д. 154, лит. А, 447"
1010,2023-08-24 10:00:00,2023-08-24 11:30:00,"Учебная практика (научно-исследовательская работа). Археологическая, сам. работа в присутствии преподавателя","<по месту проведения практики>,<по месту проведения практики>"
1012,2023-08-24 10:00:00,2023-08-24 11:30:00,"Учебная практика (по получению первичных профессиональных умений и навыков). Археологическая, сам. работа в присутствии преподавателя","<по месту проведения практики>,<по месту проведения практики>"
1013,2023-08-25 10:00:00,2023-08-25 11:30:00,"Электив. Учебная практика (ознакомительная). Археологическая, сам. работа в присутствии преподавателя","<по месту проведения практики>,<по месту проведения практики>"
1014,2023-08-25 10:00:00,2023-08-25 11:30:00,"Учебная практика (научно-исследовательская работа). Археологическая, сам. работа в присутствии преподавателя","<по месту проведения практики>,<по месту проведения практики>"
1016,2023-08-25 10:00:00,2023-08-25 11:30:00,"Учебная практика (по получению первичных профессиональных умений и навыков). Археологическая, сам. работа в присутствии преподавателя","<по месту проведения практики>,<по месту проведения практики>"
1017,2023-08-26 10:00:00,2023-08-26 11:30:00,"Электив. Учебная практика (ознакомительная). Археологическая, сам. работа в присутствии преподавателя","<по месту проведения практики>,<по месту проведения практики>"
1018,2023-08-26 10:00:00,2023-08-26 11:30:00,"Учебная практика (научно-исследовательская работа). Археологическая, сам. работа в присутствии преподавателя","<по месту проведения практики>,<по месту проведения практики>"
1020,2023-08-26 10:00:00,2023-08-26 11:30:00,"Учебная практика (по получению первичных профессиональных умений и навыков). Археологическая, сам. работа в присутствии преподавателя","<по месту проведения практики>,<по месту проведения практики>"
1021,2023-08-28 10:00:00,2023-08-28 11:30:00,"Электив. Учебная практика (ознакомительная). Археологическая, сам. работа в присутствии преподавателя","<по месту проведения практики>,<по месту проведения практики>"
240,2023-08-09 10:00:00,2023-08-09 11:30:00,"Русский язык для иностранных граждан. Уровень А2, практическое занятие",С использованием информационно-коммуникационных технологий
241,2023-08-09 11:45:00,2023-08-09 13:15:00,"Русский язык для иностранных граждан. Уровень А2, практическое занятие",С использованием информационно-коммуникационных технологий
242,2023-08-09 13:30:00,2023-08-09 15:00:00,"Русский язык для иностранных граждан. Уровень А2, практическое занятие",С использованием информационно-коммуникационных технологий
722,2023-08-10 13:30:00,2023-08-10 15:00:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 314"
723,2023-08-11 13:30:00,2023-08-11 15:00:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 314"
724,2023-08-14 13:30:00,2023-08-14 15:00:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 314"
725,2023-08-15 12:20:00,2023-08-15 13:50:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 314"
726,2023-08-16 14:30:00,2023-08-16 16:00:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 314"
727,2023-08-16 16:10:00,2023-08-16 17:40:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 314"
773,2023-08-10 10:45:00,2023-08-10 12:00:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 406"
774,2023-08-10 12:20:00,2023-08-10 13:20:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 408"
775,2023-08-11 09:00:00,2023-08-11 10:15:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 406"
776,2023-08-11 10:30:00,2023-08-11 11:30:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 408"
777,2023-08-11 12:20:00,2023-08-11 13:50:00,"Русский язык как иностранный A2-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 407"
778,2023-08-11 14:00:00,2023-08-11 15:30:00,"Русский язык как иностранный A2-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 407"
779,2023-08-15 12:20:00,2023-08-15 13:50:00,"Русский язык как иностранный A2-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 407"
780,2023-08-15 14:00:00,2023-08-15 15:30:00,"Русский язык как иностранный A2-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 407"
781,2023-08-16 12:20:00,2023-08-16 13:50:00,"Русский язык как иностранный A2-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 407"
782,2023-08-16 14:00:00,2023-08-16 15:30:00,"Русский язык как иностранный A2-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 407"
783,2023-08-18 12:20:00,2023-08-18 13:50:00,"Русский язык как иностранный A2-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 407"
784,2023-08-18 14:00:00,2023-08-18 15:30:00,"Русский язык как иностранный A2-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 407"
269,2023-08-09 09:00:00,2023-08-09 10:30:00,"Русский язык как иностранный A2-2, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 215"
270,2023-08-09 10:40:00,2023-08-09 12:10:00,"Русский язык как иностранный A2-2, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 215"
271,2023-08-09 12:25:00,2023-08-09 13:40:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 316"
272,2023-08-09 13:50:00,2023-08-09 14:50:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 316"
785,2023-08-22 12:20:00,2023-08-22 13:50:00,"Русский язык как иностранный A2-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 407"
786,2023-08-22 14:00:00,2023-08-22 15:30:00,"Русский язык как иностранный A2-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 407"
787,2023-08-23 12:20:00,2023-08-23 13:50:00,"Русский язык как иностранный A2-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 407"
788,2023-08-23 14:00:00,2023-08-23 15:30:00,"Русский язык как иностранный A2-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 407"
789,2023-08-25 12:20:00,2023-08-25 13:50:00,"Русский язык как иностранный A2-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 407"
790,2023-08-25 14:00:00,2023-08-25 15:30:00,"Русский язык как иностранный A2-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 407"
791,2023-08-29 12:20:00,2023-08-29 13:50:00,"Русский язык как иностранный A2-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 407"
792,2023-08-29 14:00:00,2023-08-29 15:30:00,"Русский язык как иностранный A2-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 407"
793,2023-08-30 12:20:00,2023-08-30 13:50:00,"Русский язык как иностранный A2-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 407"
794,2023-08-30 14:00:00,2023-08-30 15:30:00,"Русский язык как иностранный A2-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 407"
730,2023-08-10 12:20:00,2023-08-10 13:50:00,"Русский язык как иностранный A2-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 401"
731,2023-08-10 14:00:00,2023-08-10 15:30:00,"Русский язык как иностранный A2-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 401"
732,2023-08-11 12:20:00,2023-08-11 13:50:00,"Русский язык как иностранный A1-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 401"
733,2023-08-11 14:00:00,2023-08-11 15:30:00,"Русский язык как иностранный A1-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 401"
734,2023-08-14 12:20:00,2023-08-14 13:50:00,"Русский язык как иностранный A2-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 401"
735,2023-08-14 14:00:00,2023-08-14 15:30:00,"Русский язык как иностранный A2-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 401"
736,2023-08-15 12:20:00,2023-08-15 13:50:00,"Русский язык как иностранный A1-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 401"
737,2023-08-15 14:00:00,2023-08-15 15:30:00,"Русский язык как иностранный A1-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 401"
738,2023-08-16 12:20:00,2023-08-16 13:50:00,"Русский язык как иностранный A1-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 401"
739,2023-08-16 14:00:00,2023-08-16 15:30:00,"Русский язык как иностранный A1-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 401"
740,2023-08-17 12:20:00,2023-08-17 13:50:00,"Русский язык как иностранный A2-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 401"
741,2023-08-17 14:00:00,2023-08-17 15:30:00,"Русский язык как иностранный A2-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 401"
742,2023-08-18 12:20:00,2023-08-18 13:50:00,"Русский язык как иностранный A1-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 401"
743,2023-08-18 14:00:00,2023-08-18 15:30:00,"Русский язык как иностранный A1-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 401"
744,2023-08-21 12:20:00,2023-08-21 13:50:00,"Русский язык как иностранный A2-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 401"
745,2023-08-21 14:00:00,2023-08-21 15:30:00,"Русский язык как иностранный A2-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 401"
746,2023-08-22 12:20:00,2023-08-22 13:50:00,"Русский язык как иностранный A1-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 401"
747,2023-08-22 14:00:00,2023-08-22 15:30:00,"Русский язык как иностранный A1-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 401"
748,2023-08-23 12:20:00,2023-08-23 13:50:00,"Русский язык как иностранный A1-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 401"
749,2023-08-23 14:00:00,2023-08-23 15:30:00,"Русский язык как иностранный A1-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 401"
750,2023-08-24 12:20:00,2023-08-24 13:50:00,"Русский язык как иностранный A2-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 401"
751,2023-08-24 14:00:00,2023-08-24 15:30:00,"Русский язык как иностранный A2-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 401"
752,2023-08-25 12:20:00,2023-08-25 13:50:00,"Русский язык как иностранный A1-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 401"
753,2023-08-25 14:00:00,2023-08-25 15:30:00,"Русский язык как иностранный A1-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 401"
302,2023-08-09 10:00:00,2023-08-09 11:30:00,"Электив. Учебная практика (ознакомительная). Археологическая, сам. работа в присутствии преподавателя","<по месту проведения практики>,<по месту проведения практики>"
303,2023-08-09 10:00:00,2023-08-09 11:30:00,"Учебная практика (научно-исследовательская работа). Археологическая, сам. работа в присутствии преподавателя","<по месту проведения практики>,<по месту проведения практики>"
305,2023-08-09 10:00:00,2023-08-09 11:30:00,"Учебная практика (по получению первичных профессиональных умений и навыков). Археологическая, сам. работа в присутствии преподавателя","<по месту проведения практики>,<по месту проведения практики>"
754,2023-08-28 12:20:00,2023-08-28 13:50:00,"Русский язык как иностранный A2-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 401"
755,2023-08-28 14:00:00,2023-08-28 15:30:00,"Русский язык как иностранный A2-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 401"
756,2023-08-29 12:20:00,2023-08-29 13:50:00,"Русский язык как иностранный A1-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 401"
757,2023-08-29 14:00:00,2023-08-29 15:30:00,"Русский язык как иностранный A1-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 401"
758,2023-08-30 12:20:00,2023-08-30 13:50:00,"Русский язык как иностранный A1-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 401"
759,2023-08-30 14:00:00,2023-08-30 15:30:00,"Русский язык как иностранный A1-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 401"
760,2023-08-31 12:20:00,2023-08-31 13:50:00,"Русский язык как иностранный A2-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 401"
761,2023-08-31 14:00:00,2023-08-31 15:30:00,"Русский язык как иностранный A2-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 401"
1022,2023-08-28 10:00:00,2023-08-28 11:30:00,"Учебная практика (научно-исследовательская работа). Археологическая, сам. работа в присутствии преподавателя","<по месту проведения практики>,<по месту проведения практики>"
762,2023-08-29 15:10:00,2023-08-29 18:00:00,Заседание Ученого совета физического факультета,"Ульяновская улица, д. 1, корп. К, лит. А, МКЗ"
1024,2023-08-28 10:00:00,2023-08-28 11:30:00,"Учебная практика (по получению первичных профессиональных умений и навыков). Археологическая, сам. работа в присутствии преподавателя","<по месту проведения практики>,<по месту проведения практики>"
338,2023-08-09 10:00:00,2023-08-09 11:30:00,"Учебная практика (ознакомительная). Музейно-археологическая, сам. работа в присутствии преподавателя","0, д. 0, по местам проведения"
764,2023-08-14 09:00:00,2023-08-14 12:00:00,"Реконструктивная урогинекология, лекция","набережная реки Фонтанки, д. 154, лит. Г, 244"
765,2023-08-17 08:00:00,2023-08-17 09:30:00,"Реконструктивная урогинекология, лекция","набережная реки Фонтанки, д. 154, лит. Г, 244"
766,2023-08-21 09:00:00,2023-08-21 12:00:00,"Реконструктивная урогинекология, лекция","набережная реки Фонтанки, д. 154, лит. Г, 244"
767,2023-08-24 08:00:00,2023-08-24 09:30:00,"Реконструктивная урогинекология, лекция","набережная реки Фонтанки, д. 154, лит. Г, 244"
797,2023-08-10 08:00:00,2023-08-10 09:30:00,"Реконструктивная урогинекология, лекция","набережная реки Фонтанки, д. 154, лит. Г, 244"
798,2023-08-10 11:45:00,2023-08-10 14:45:00,"Реконструктивная урогинекология, семинар","набережная реки Фонтанки, д. 154, лит. А, 447"
799,2023-08-11 09:00:00,2023-08-11 10:30:00,"Реконструктивная урогинекология, лекция","набережная реки Фонтанки, д. 154, лит. Г, 244"
800,2023-08-11 11:00:00,2023-08-11 12:30:00,"Реконструктивная урогинекология, семинар","набережная реки Фонтанки, д. 154, лит. А, 447"
801,2023-08-15 08:00:00,2023-08-15 11:00:00,"Реконструктивная урогинекология, практическое занятие","набережная реки Фонтанки, д. 154, лит. А, 447"
802,2023-08-17 09:45:00,2023-08-17 11:15:00,"Реконструктивная урогинекология, практическое занятие","набережная реки Фонтанки, д. 154, лит. А, 447"
1025,2023-09-04 18:00:00,2023-09-04 19:30:00,"Цифровая культура (ЭО), зачёт (пересдача)",С использованием информационно-коммуникационных технологий
350,2023-08-09 09:00:00,2023-08-09 10:30:00,"Русский язык как иностранный B1-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 407"
351,2023-08-09 10:40:00,2023-08-09 12:10:00,"Русский язык как иностранный B1-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 407"
1029,2023-09-04 18:00:00,2023-09-04 19:30:00,"Цифровая культура: технологии и безопасность (ЭО), зачёт (пересдача)",С использованием информационно-коммуникационных технологий
1033,2023-08-10 15:00:00,2023-08-10 16:30:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 308"
365,2023-08-09 15:00:00,2023-08-09 16:15:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 314"
366,2023-08-09 16:25:00,2023-08-09 17:25:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 314"
768,2023-08-17 15:40:00,2023-08-17 17:10:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., зачёт","9-я линия В.О., д. 2/11, лит. А, 314"
1045,2023-08-10 15:45:00,2023-08-10 17:00:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 314"
1046,2023-08-10 17:10:00,2023-08-10 18:10:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 314"
1047,2023-08-11 09:00:00,2023-08-11 10:30:00,"Русский язык как иностранный B1-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 407"
1048,2023-08-11 10:40:00,2023-08-11 12:10:00,"Русский язык как иностранный B1-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 407"
1049,2023-08-11 15:45:00,2023-08-11 17:00:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 314"
1050,2023-08-11 17:10:00,2023-08-11 18:10:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 314"
1051,2023-08-14 09:00:00,2023-08-14 10:30:00,"Русский язык как иностранный B1-2, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 313"
1052,2023-08-14 10:40:00,2023-08-14 12:10:00,"Русский язык как иностранный B1-2, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 313"
1053,2023-08-14 15:40:00,2023-08-14 16:55:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 314"
1054,2023-08-14 17:05:00,2023-08-14 18:05:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 314"
1055,2023-08-15 09:00:00,2023-08-15 10:30:00,"Русский язык как иностранный B1-2, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 313"
1056,2023-08-15 10:40:00,2023-08-15 12:10:00,"Русский язык как иностранный B1-2, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 313"
1057,2023-08-15 12:20:00,2023-08-15 13:50:00,"Русский язык как иностранный B1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 402"
1058,2023-08-15 14:00:00,2023-08-15 15:30:00,"Русский язык как иностранный B1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 402"
1059,2023-08-15 15:00:00,2023-08-15 16:15:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 314"
1060,2023-08-15 16:25:00,2023-08-15 17:25:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 314"
1061,2023-08-17 15:45:00,2023-08-17 17:00:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 314"
1062,2023-08-17 17:10:00,2023-08-17 18:10:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 314"
1063,2023-08-18 09:00:00,2023-08-18 10:30:00,"Русский язык как иностранный B1-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 407"
1064,2023-08-18 10:40:00,2023-08-18 12:10:00,"Русский язык как иностранный B1-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 407"
1065,2023-08-18 12:20:00,2023-08-18 13:50:00,"Русский язык как иностранный A1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 315"
1066,2023-08-18 14:00:00,2023-08-18 15:30:00,"Русский язык как иностранный A1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 315"
1067,2023-08-18 15:40:00,2023-08-18 17:10:00,"Русский язык как иностранный A1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 315"
1068,2023-08-18 17:20:00,2023-08-18 18:50:00,"Русский язык как иностранный A1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 315"
1069,2023-08-21 09:00:00,2023-08-21 10:30:00,"Русский язык как иностранный A1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 315"
